waktu,tag,lat,long,tag_tujuan,tujuan_terdekat,durasi_tempuh,durasi_tempuh_unit,jarak_tempuh,jarak_tempuh_unit,rute
2023-02-06_13-16,mengemudi,-6.155315109585044,106.94105040585852,hospital,"Jakarta Islamic Hospital Sukapura, Jl. Tipar Cakung No.5, RT.5/RW.5, Sukapura, Cilincing, North Jakarta City, Jakarta 14140",14.0,min,6.5,km,Jl. Semper Barat
2023-02-06_13-16,mengemudi,-6.155315109585044,106.94105040585852,hospital,"Jakarta Islamic Hospital Sukapura, Jl. Tipar Cakung No.5, RT.5/RW.5, Sukapura, Cilincing, North Jakarta City, Jakarta 14140",14.0,min,6.5,km,Jl. Sungai Brantas
2023-02-06_13-16,mengemudi,-6.155315109585044,106.94105040585852,hospital,"Jakarta Islamic Hospital Sukapura, Jl. Tipar Cakung No.5, RT.5/RW.5, Sukapura, Cilincing, North Jakarta City, Jakarta 14140",14.0,min,6.5,km,Jl. Pahlawan
2023-02-06_13-16,mengemudi,-6.155315109585044,106.94105040585852,hospital,"Jakarta Islamic Hospital Sukapura, Jl. Tipar Cakung No.5, RT.5/RW.5, Sukapura, Cilincing, North Jakarta City, Jakarta 14140",14.0,min,6.5,km,Jl. Tipar Cakung
2023-02-06_13-16,mengemudi,-6.155315109585044,106.94105040585852,hospital,"Jakarta Islamic Hospital Sukapura, Jl. Tipar Cakung No.5, RT.5/RW.5, Sukapura, Cilincing, North Jakarta City, Jakarta 14140",14.0,min,6.5,km,Jl. RSIJ Sukapura
2023-02-06_13-16,mengemudi,-6.155315109585044,106.94105040585852,hospital,"Jakarta Islamic Hospital Sukapura, Jl. Tipar Cakung No.5, RT.5/RW.5, Sukapura, Cilincing, North Jakarta City, Jakarta 14140",14.0,min,6.5,km,Jl. Cemp. Raya
2023-02-06_13-16,mengemudi,-6.155315109585044,106.94105040585852,hospital,"Jakarta Islamic Hospital Sukapura, Jl. Tipar Cakung No.5, RT.5/RW.5, Sukapura, Cilincing, North Jakarta City, Jakarta 14140",14.0,min,6.5,km,Jl. P.Komarudin
2023-02-06_13-17,mengemudi,-6.240250585106009,106.78207019875958,hospital,"Pertamina Central Hospital, Jl. Kyai Maja No.43, RT.4/RW.8, Gunung, Kebayoran Baru, South Jakarta City, Jakarta 12120",8.0,min,2.8,km,Jl. Baru
2023-02-06_13-17,mengemudi,-6.240250585106009,106.78207019875958,hospital,"Pertamina Central Hospital, Jl. Kyai Maja No.43, RT.4/RW.8, Gunung, Kebayoran Baru, South Jakarta City, Jakarta 12120",8.0,min,2.8,km,Jl. Kramat 2
2023-02-06_13-17,mengemudi,-6.240250585106009,106.78207019875958,hospital,"Pertamina Central Hospital, Jl. Kyai Maja No.43, RT.4/RW.8, Gunung, Kebayoran Baru, South Jakarta City, Jakarta 12120",8.0,min,2.8,km,Jl. Pakubuwono VI
2023-02-06_13-17,mengemudi,-6.240250585106009,106.78207019875958,hospital,"Pertamina Central Hospital, Jl. Kyai Maja No.43, RT.4/RW.8, Gunung, Kebayoran Baru, South Jakarta City, Jakarta 12120",8.0,min,2.8,km,Jl. Lauser
2023-02-06_13-17,mengemudi,-6.240250585106009,106.78207019875958,hospital,"Pertamina Central Hospital, Jl. Kyai Maja No.43, RT.4/RW.8, Gunung, Kebayoran Baru, South Jakarta City, Jakarta 12120",8.0,min,2.8,km,Jl. Kyai Maja
2023-02-06_13-17,mengemudi,-6.174288877295444,106.88614222878924,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",7.0,min,2.8,km,Jl. Pulo Mas Utara IIID
2023-02-06_13-17,mengemudi,-6.174288877295444,106.88614222878924,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",7.0,min,2.8,km,Jl. Pulo Mas Utara III
2023-02-06_13-17,mengemudi,-6.174288877295444,106.88614222878924,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",7.0,min,2.8,km,Jl. Pulo Mas Utara
2023-02-06_13-17,mengemudi,-6.174288877295444,106.88614222878924,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",7.0,min,2.8,km,Jl. Pulo Mas Timur
2023-02-06_13-17,mengemudi,-6.174288877295444,106.88614222878924,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",7.0,min,2.8,km,Jl. Pulo Nangka
2023-02-06_13-17,mengemudi,-6.174288877295444,106.88614222878924,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",7.0,min,2.8,km,Jl. Pulo Mas
2023-02-06_13-17,mengemudi,-6.174288877295444,106.88614222878924,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",7.0,min,2.8,km,Jl. Pulo Mas Jaya
2023-02-06_13-17,mengemudi,-6.174288877295444,106.88614222878924,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",7.0,min,2.8,km,Jl. Tener
2023-02-06_13-17,mengemudi,-6.174288877295444,106.88614222878924,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",7.0,min,2.8,km,Jl. Pulo Mas Bar. VI
2023-02-06_13-17,mengemudi,-6.174288877295444,106.88614222878924,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",7.0,min,2.8,km,Jl. Pulomas VIII
2023-02-06_13-18,mengemudi,-6.129604295546509,106.80281593173098,hospital,"Pluit Hospital, Jl. Pluit Selatan Raya No.2, RT.7/RW.7, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14440",4.0,min,1.2,km,Jl. Tanah Pasir
2023-02-06_13-18,mengemudi,-6.129604295546509,106.80281593173098,hospital,"Pluit Hospital, Jl. Pluit Selatan Raya No.2, RT.7/RW.7, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14440",4.0,min,1.2,km,Jl. Gedong Panjang
2023-02-06_13-18,mengemudi,-6.129604295546509,106.80281593173098,hospital,"Pluit Hospital, Jl. Pluit Selatan Raya No.2, RT.7/RW.7, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14440",4.0,min,1.2,km,Jl. Pluit Selatan Raya
2023-02-06_13-19,mengemudi,-6.170747755429726,106.9464007800489,hospital,"Rumah Sakit Firdaus, Komplek Bea Cukai, Jl. Siak No.14, RW.7, Sukapura, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14140",15.0,min,4.5,km,Jl. Komp. PT. D. Moh.
2023-02-06_13-19,mengemudi,-6.170747755429726,106.9464007800489,hospital,"Rumah Sakit Firdaus, Komplek Bea Cukai, Jl. Siak No.14, RW.7, Sukapura, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14140",15.0,min,4.5,km,Jl. Cakung Cilincing Raya
2023-02-06_13-19,mengemudi,-6.170747755429726,106.9464007800489,hospital,"Rumah Sakit Firdaus, Komplek Bea Cukai, Jl. Siak No.14, RW.7, Sukapura, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14140",15.0,min,4.5,km,Jl. Cakung Cilincing Tim.
2023-02-06_13-19,mengemudi,-6.170747755429726,106.9464007800489,hospital,"Rumah Sakit Firdaus, Komplek Bea Cukai, Jl. Siak No.14, RW.7, Sukapura, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14140",15.0,min,4.5,km,Jl. Komp. Rusun Griya Tipar Cakung
2023-02-06_13-19,mengemudi,-6.170747755429726,106.9464007800489,hospital,"Rumah Sakit Firdaus, Komplek Bea Cukai, Jl. Siak No.14, RW.7, Sukapura, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14140",15.0,min,4.5,km,Jl. Tipar Cakung
2023-02-06_13-19,mengemudi,-6.170747755429726,106.9464007800489,hospital,"Rumah Sakit Firdaus, Komplek Bea Cukai, Jl. Siak No.14, RW.7, Sukapura, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14140",15.0,min,4.5,km,Jl. Manunggal Juang II
2023-02-06_13-19,mengemudi,-6.170747755429726,106.9464007800489,hospital,"Rumah Sakit Firdaus, Komplek Bea Cukai, Jl. Siak No.14, RW.7, Sukapura, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14140",15.0,min,4.5,km,Jl. Sakura Barat III
2023-02-06_13-19,mengemudi,-6.170747755429726,106.9464007800489,hospital,"Rumah Sakit Firdaus, Komplek Bea Cukai, Jl. Siak No.14, RW.7, Sukapura, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14140",15.0,min,4.5,km,Jl. Siak
2023-02-06_13-20,mengemudi,-6.142233830803601,106.96791453259512,hospital,Gading Pluit Hospital,31.0,min,12.2,km,Jl. Inspeksi Kanal Tim.
2023-02-06_13-20,mengemudi,-6.142233830803601,106.96791453259512,hospital,Gading Pluit Hospital,31.0,min,12.2,km,Jl. Rorotan IX
2023-02-06_13-20,mengemudi,-6.142233830803601,106.96791453259512,hospital,Gading Pluit Hospital,31.0,min,12.2,km,Jl. Rorotan IV
2023-02-06_13-20,mengemudi,-6.142233830803601,106.96791453259512,hospital,Gading Pluit Hospital,31.0,min,12.2,km,Jl. Rorotan Babek TNI
2023-02-06_13-20,mengemudi,-6.142233830803601,106.96791453259512,hospital,Gading Pluit Hospital,31.0,min,12.2,km,Jl. Cakung Cilincing Raya
2023-02-06_13-20,mengemudi,-6.142233830803601,106.96791453259512,hospital,Gading Pluit Hospital,31.0,min,12.2,km,Jl. Cakung Cilincing Tim.
2023-02-06_13-20,mengemudi,-6.142233830803601,106.96791453259512,hospital,Gading Pluit Hospital,31.0,min,12.2,km,Jl. Komp. Rusun Griya Tipar Cakung
2023-02-06_13-20,mengemudi,-6.142233830803601,106.96791453259512,hospital,Gading Pluit Hospital,31.0,min,12.2,km,Jl. Tipar Cakung
2023-02-06_13-20,mengemudi,-6.142233830803601,106.96791453259512,hospital,Gading Pluit Hospital,31.0,min,12.2,km,Jl. Sedayu City Klp. Gading
2023-02-06_13-20,mengemudi,-6.142233830803601,106.96791453259512,hospital,Gading Pluit Hospital,31.0,min,12.2,km,Jl. Boulevard Timur
2023-02-06_13-21,mengemudi,-6.178950424284394,106.9696160890702,hospital,"RS Citra Harapan, Jl. Harapan Indah No.28, RT.004/RW.030, Pejuang, Medan Satria, Bekasi City, West Java 17131",10.0,min,4.4,km,Jl. Menteng Niaga
2023-02-06_13-21,mengemudi,-6.178950424284394,106.9696160890702,hospital,"RS Citra Harapan, Jl. Harapan Indah No.28, RT.004/RW.030, Pejuang, Medan Satria, Bekasi City, West Java 17131",10.0,min,4.4,km,Jl. Menteng Metropolitan
2023-02-06_13-21,mengemudi,-6.178950424284394,106.9696160890702,hospital,"RS Citra Harapan, Jl. Harapan Indah No.28, RT.004/RW.030, Pejuang, Medan Satria, Bekasi City, West Java 17131",10.0,min,4.4,km,Jl. Raya Bekasi
2023-02-06_13-21,mengemudi,-6.178950424284394,106.9696160890702,hospital,"RS Citra Harapan, Jl. Harapan Indah No.28, RT.004/RW.030, Pejuang, Medan Satria, Bekasi City, West Java 17131",10.0,min,4.4,km,Jl. Raya Pantura
2023-02-06_13-21,mengemudi,-6.178950424284394,106.9696160890702,hospital,"RS Citra Harapan, Jl. Harapan Indah No.28, RT.004/RW.030, Pejuang, Medan Satria, Bekasi City, West Java 17131",10.0,min,4.4,km,Jl. Sri Sultan Hamengkubuwono IX
2023-02-06_13-21,mengemudi,-6.178950424284394,106.9696160890702,hospital,"RS Citra Harapan, Jl. Harapan Indah No.28, RT.004/RW.030, Pejuang, Medan Satria, Bekasi City, West Java 17131",10.0,min,4.4,km,Jl. Harapan Indah
2023-02-06_13-21,mengemudi,-6.196471528801721,106.8784658377475,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",10.0,min,2.8,km,Jl. R.Mangun Muka Raya
2023-02-06_13-21,mengemudi,-6.196471528801721,106.8784658377475,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",10.0,min,2.8,km,Jl. Sunan Giri
2023-02-06_13-21,mengemudi,-6.196471528801721,106.8784658377475,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",10.0,min,2.8,km,Jl. Kayu Jati Raya
2023-02-06_13-21,mengemudi,-6.196471528801721,106.8784658377475,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",10.0,min,2.8,km,Jl. Bangunan Barat
2023-02-06_13-21,mengemudi,-6.196471528801721,106.8784658377475,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",10.0,min,2.8,km,Jl. R.Mangun Muka
2023-02-06_13-21,mengemudi,-6.196471528801721,106.8784658377475,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",10.0,min,2.8,km,Jl. Pondasi
2023-02-06_13-21,mengemudi,-6.196471528801721,106.8784658377475,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",10.0,min,2.8,km,Jl. Pondasi Ujung
2023-02-06_13-21,mengemudi,-6.196471528801721,106.8784658377475,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",10.0,min,2.8,km,Jl. Pulo Mas Timur
2023-02-06_13-21,mengemudi,-6.196471528801721,106.8784658377475,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",10.0,min,2.8,km,Jl. Pulo Mas Bar. VI
2023-02-06_13-21,mengemudi,-6.196471528801721,106.8784658377475,hospital,"RS EMC Pulomas, Jl. Pulo Mas Bar. VI No.20, RT.1/RW.11, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta 13210",10.0,min,2.8,km,Jl. Pulomas VIII
2023-02-06_13-22,mengemudi,-6.153156840623621,106.89089249427929,hospital,"Gading Pluit Hospital, RWJ7+M57, RT.7/RW.10, Pegangsaan Dua, Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14250",13.0,min,4.0,km,Jl. Boulevard Bar. Raya
2023-02-06_13-22,mengemudi,-6.153156840623621,106.89089249427929,hospital,"Gading Pluit Hospital, RWJ7+M57, RT.7/RW.10, Pegangsaan Dua, Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14250",13.0,min,4.0,km,Jl. Boulevard Timur
2023-02-06_13-22,mengemudi,-6.153156840623621,106.89089249427929,hospital,"Gading Pluit Hospital, RWJ7+M57, RT.7/RW.10, Pegangsaan Dua, Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14250",13.0,min,4.0,km,Jl. Jingga Raya
2023-02-06_13-22,mengemudi,-6.153156840623621,106.89089249427929,hospital,"Gading Pluit Hospital, RWJ7+M57, RT.7/RW.10, Pegangsaan Dua, Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14250",13.0,min,4.0,km,Jl. Biru Laut Timur
2023-02-06_13-22,mengemudi,-6.153156840623621,106.89089249427929,hospital,"Gading Pluit Hospital, RWJ7+M57, RT.7/RW.10, Pegangsaan Dua, Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14250",13.0,min,4.0,km,Jl. Musik Raya
2023-02-06_13-22,mengemudi,-6.153156840623621,106.89089249427929,hospital,"Gading Pluit Hospital, RWJ7+M57, RT.7/RW.10, Pegangsaan Dua, Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14250",13.0,min,4.0,km,Jl. Tarian Raya Barat
2023-02-06_13-22,mengemudi,-6.153156840623621,106.89089249427929,hospital,"Gading Pluit Hospital, RWJ7+M57, RT.7/RW.10, Pegangsaan Dua, Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14250",13.0,min,4.0,km,Jl. Tarian Raya Tim.
2023-02-06_13-22,mengemudi,-6.188739859927909,106.8086626806154,hospital,"Abdi Waluyo Hospital, Jl. HOS. Cokroaminoto No.31-33, RT.1/RW.3, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350",18.0,min,4.8,km,Jl. K.S. Tubun
2023-02-06_13-22,mengemudi,-6.188739859927909,106.8086626806154,hospital,"Abdi Waluyo Hospital, Jl. HOS. Cokroaminoto No.31-33, RT.1/RW.3, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350",18.0,min,4.8,km,Jl. Jatibaru Raya
2023-02-06_13-22,mengemudi,-6.188739859927909,106.8086626806154,hospital,"Abdi Waluyo Hospital, Jl. HOS. Cokroaminoto No.31-33, RT.1/RW.3, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350",18.0,min,4.8,km,Jl. Kebon Sirih
2023-02-06_13-22,mengemudi,-6.188739859927909,106.8086626806154,hospital,"Abdi Waluyo Hospital, Jl. HOS. Cokroaminoto No.31-33, RT.1/RW.3, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350",18.0,min,4.8,km,Jl. Jaksa
2023-02-06_13-22,mengemudi,-6.188739859927909,106.8086626806154,hospital,"Abdi Waluyo Hospital, Jl. HOS. Cokroaminoto No.31-33, RT.1/RW.3, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350",18.0,min,4.8,km,Jl. KH Wahid Hasyim
2023-02-06_13-22,mengemudi,-6.188739859927909,106.8086626806154,hospital,"Abdi Waluyo Hospital, Jl. HOS. Cokroaminoto No.31-33, RT.1/RW.3, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350",18.0,min,4.8,km,Jl. Gereja Theresia
2023-02-06_13-22,mengemudi,-6.188739859927909,106.8086626806154,hospital,"Abdi Waluyo Hospital, Jl. HOS. Cokroaminoto No.31-33, RT.1/RW.3, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350",18.0,min,4.8,km,Jl. HOS. Cokroaminoto
2023-02-06_13-23,mengemudi,-6.148313740312439,106.85012592187589,hospital,"?????, RVR6+G6Q, RT.16/RW.3, Serdang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650",9.0,min,3.0,km,Jl. Damar
2023-02-06_13-23,mengemudi,-6.148313740312439,106.85012592187589,hospital,"?????, RVR6+G6Q, RT.16/RW.3, Serdang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650",9.0,min,3.0,km,Jl. Benyamin Suaeb
2023-02-06_13-23,mengemudi,-6.148313740312439,106.85012592187589,hospital,"?????, RVR6+G6Q, RT.16/RW.3, Serdang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650",9.0,min,3.0,km,Jl. HBR Motik
2023-02-06_13-23,mengemudi,-6.148313740312439,106.85012592187589,hospital,"?????, RVR6+G6Q, RT.16/RW.3, Serdang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650",9.0,min,3.0,km,Jl. Sunter Kemayoran
2023-02-06_13-23,mengemudi,-6.148313740312439,106.85012592187589,hospital,"?????, RVR6+G6Q, RT.16/RW.3, Serdang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650",9.0,min,3.0,km,Jl. Bend. Jago
2023-02-06_13-23,mengemudi,-6.148313740312439,106.85012592187589,hospital,"?????, RVR6+G6Q, RT.16/RW.3, Serdang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650",9.0,min,3.0,km,Jl. Panca Raya
2023-02-06_13-23,mengemudi,-6.148313740312439,106.85012592187589,hospital,"?????, RVR6+G6Q, RT.16/RW.3, Serdang, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10650",9.0,min,3.0,km,Jl. Nawa
2023-02-06_13-24,mengemudi,-6.193207006248076,106.95342829773928,hospital,"RS Citra Harapan, Jl. Harapan Indah No.28, RT.004/RW.030, Pejuang, Medan Satria, Bekasi City, West Java 17131",13.0,min,4.9,km,Jl. Sakura
2023-02-06_13-24,mengemudi,-6.193207006248076,106.95342829773928,hospital,"RS Citra Harapan, Jl. Harapan Indah No.28, RT.004/RW.030, Pejuang, Medan Satria, Bekasi City, West Java 17131",13.0,min,4.9,km,Jl. Raya Pulo Gebang
2023-02-06_13-24,mengemudi,-6.193207006248076,106.95342829773928,hospital,"RS Citra Harapan, Jl. Harapan Indah No.28, RT.004/RW.030, Pejuang, Medan Satria, Bekasi City, West Java 17131",13.0,min,4.9,km,Jl. Raya Bekasi
2023-02-06_13-24,mengemudi,-6.193207006248076,106.95342829773928,hospital,"RS Citra Harapan, Jl. Harapan Indah No.28, RT.004/RW.030, Pejuang, Medan Satria, Bekasi City, West Java 17131",13.0,min,4.9,km,Jl. Sri Sultan Hamengkubuwono IX
2023-02-06_13-24,mengemudi,-6.193207006248076,106.95342829773928,hospital,"RS Citra Harapan, Jl. Harapan Indah No.28, RT.004/RW.030, Pejuang, Medan Satria, Bekasi City, West Java 17131",13.0,min,4.9,km,Jl. Harapan Indah
2023-02-06_13-24,mengemudi,-6.226800113485142,106.79489068179753,hospital,"Pertamina Central Hospital, Jl. Kyai Maja No.43, RT.4/RW.8, Gunung, Kebayoran Baru, South Jakarta City, Jakarta 12120",8.0,min,2.6,km,Jl. Hang Lekir I
2023-02-06_13-24,mengemudi,-6.226800113485142,106.79489068179753,hospital,"Pertamina Central Hospital, Jl. Kyai Maja No.43, RT.4/RW.8, Gunung, Kebayoran Baru, South Jakarta City, Jakarta 12120",8.0,min,2.6,km,Jl. Hang Tuah Raya
2023-02-06_13-24,mengemudi,-6.226800113485142,106.79489068179753,hospital,"Pertamina Central Hospital, Jl. Kyai Maja No.43, RT.4/RW.8, Gunung, Kebayoran Baru, South Jakarta City, Jakarta 12120",8.0,min,2.6,km,Jl. Pakubuwono VI
2023-02-06_13-24,mengemudi,-6.226800113485142,106.79489068179753,hospital,"Pertamina Central Hospital, Jl. Kyai Maja No.43, RT.4/RW.8, Gunung, Kebayoran Baru, South Jakarta City, Jakarta 12120",8.0,min,2.6,km,Jl. Lauser
2023-02-06_13-24,mengemudi,-6.226800113485142,106.79489068179753,hospital,"Pertamina Central Hospital, Jl. Kyai Maja No.43, RT.4/RW.8, Gunung, Kebayoran Baru, South Jakarta City, Jakarta 12120",8.0,min,2.6,km,Jl. Kyai Maja
2023-02-06_13-25,mengemudi,-6.205652388995496,106.8213867637059,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",20.0,min,5.8,km,Jl. Jenderal Sudirman
2023-02-06_13-25,mengemudi,-6.205652388995496,106.8213867637059,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",20.0,min,5.8,km,Jl. R.M Margono Djojohadikoesoemo
2023-02-06_13-25,mengemudi,-6.205652388995496,106.8213867637059,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",20.0,min,5.8,km,Jl. Galunggung
2023-02-06_13-25,mengemudi,-6.205652388995496,106.8213867637059,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",20.0,min,5.8,km,Jl. Jemb. Halimun
2023-02-06_13-25,mengemudi,-6.205652388995496,106.8213867637059,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",20.0,min,5.8,km,Jl. Karet Pasar Baru Timur III
2023-02-06_13-25,mengemudi,-6.205652388995496,106.8213867637059,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",20.0,min,5.8,km,Jl. Karet H. Abdul Jalil
2023-02-06_13-25,mengemudi,-6.205652388995496,106.8213867637059,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",20.0,min,5.8,km,Jl. Latuharhary
2023-02-06_13-25,mengemudi,-6.205652388995496,106.8213867637059,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",20.0,min,5.8,km,Jl. Teuku Cik Ditiro
2023-02-06_13-25,mengemudi,-6.205652388995496,106.8213867637059,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",20.0,min,5.8,km,Jl. Cik Ditiro II
2023-02-06_13-25,mengemudi,-6.205652388995496,106.8213867637059,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",20.0,min,5.8,km,Jl. Teuku Cik Ditiro II
2023-02-06_13-25,mengemudi,-6.205652388995496,106.8213867637059,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",20.0,min,5.8,km,Jl. Cikini V
2023-02-06_13-25,mengemudi,-6.205652388995496,106.8213867637059,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",20.0,min,5.8,km,Jl. Cikini III
2023-02-06_13-25,mengemudi,-6.205652388995496,106.8213867637059,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",20.0,min,5.8,km,Jl. Cikini Raya
